Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
Illusory Demonic Globe, the Earth	TMS	TMS-093	TMS-093	Regalia		0	0			Void	R	[Rest] Produce {m}. Spend this will only to play activate abilities of J/resonators, [Judgment] abilities of "Conqueror of the Black Moon, Gill Lapis" or God's Art abilities of "Gill Lapis, the Primogenitor". [Rest] banish this card: If your J-ruler is "Gill Lapis, the Primogenitor", put it into your ruler area, as a ruler.
Interdimensional Vessel, Apollo	TMS	TMS-094	TMS-094	Regalia		0	0			Void	R	Your J-ruler gains [Flying]. [Rest] Produce {m}. Spend this will only to pay [Awakening] costs or to play [Judgment] or God's Art abilities of J/rulers with "Kaguya" in their name. [Rest] banish this card: Return target resonator you control to its owner's hand.
Orb of Disaster, Ifrit Glass	TMS	TMS-095	TMS-095	Regalia		0	0			Void	R	When this card enters your field, remove the top card of your main deck from the game. {r}{r}, banish this card: Put a non-regalia card from your removed area into your hand. If your J/ruler is "The Observer" or "Timeline Arsonist, Alisaris", put up to two non-regalia cards from your removed area into your hand instead. (Reveal any face down card before putting it from your removed area into your hand this way.)
Acolyte of the Abyss | Alisaris, the Demon of Calamity	TMS	TMS-106-r,TMS-106-j	TMS-106	Ruler	Wizard			0 | 1000	0 | 1000	Fire	R	[Judgment] {r}{11}, You may pay {1} less to play this ability for each card in your removed area. [Energize] {r} This card gains "The Observer" in addition to its other names.  |  This card gains "Timeline Arsonist, Alisaris" in addition to its other names. When this card enters your field ⇒ Search your deck for a card named "Blazing Metropolis, Vell-Savaria", and put it into your field. Then shuffle your deck. Resonators you control gain [Swiftness], [Precision], and [First Strike]. God's Art [Abyssal Malediction] {r}{r}{r}: This card deals 100 to each J/resonator your opponent controls for each card in your removed area. Then, you may put any number of cards from your removed area into your graveyard. (Play God's Art [Abyssal Malediction] only once per game.)
Avalon, Illusionary Home of the Knights	BFA	BFA-001	BFA-001	Addition:Field		{w}{1}	2			Light	U	Knights of the Round Table you control gain [+200/+200].
Bors, Returned Adventurer	BFA	BFA-002	BFA-002	Resonator	Knight of the Round Table	{w}{2}	3	600	600	Light	R	When this card enters your field or attacks, target Knigh of the Round Table gains [+400/+400] until end of turn.
Circle of Trust	BFA	BFA-003	BFA-003	Spell:Chant		{w}{w}	2			Light	U	Choose one - Search your main deck for up to two Fairy resonators, reveal them and put them into your hand. Then shuffle your main deck; or all Fairy resonators you control gain [+400/+400] until end of turn.
Fairy of Sacred Vision	BFA	BFA-004	BFA-004	Resonator	Fairy	{w}	1	100	600	Light	U	Banish this card: Destroy target addition or card in a chant-standby area.
Gathering of Fairies	BFA	BFA-005	BFA-005	Spell:Chant		{w}	1			Light	C	You gain 1000 life.
Guardian Angel, Raphael	BFA	BFA-006	BFA-006	Resonator	Angel	{w}{2}	3	400	800	Light	R	[Flying] Your opponent cannot play cards from their chant-standby area during your turn. Your opponent cannot play activate abilities of J/rulers or regalia during your turn.
Interdimensional Escape	BFA	BFA-007	BFA-007	Spell:Chant-Instant		{w}{w}{1}	3			Light	R	Each player chooses a resonator they control, then each player banishes all other resonators they control.
Kaguya, Rabbit Princess of the Lunar Halo	BFA	BFA-008	BFA-008	Resonator	Little Girl	{w}{w}{1}	3	800	800	Light	SR	[Awakening] {m}{1}: When this card enters your field, you may search your main deck for up to four Rabbit resonators with total cost 1 and put them into your field. Then shuffle your main deck.Whenever a resonator is put into a graveyard from your field, put a [+100/+100] counter on this card.
Last People of Gloria	BFA	BFA-009	BFA-009	Resonator	Soldier	{w}{3}	4	0	1000	Light	C	When this card enters your field or leaves your field for a non-field zone, you gain 700 life.
Life Profiteering Priest	BFA	BFA-010	BFA-010	Resonator	Priest	{w}	1	200	400	Light	C	Whenever another resonator enters your field, you gain 200 life.
Rabbit of Moonlit Nights	BFA	BFA-011	BFA-011	Resonator	Rabbit	{w}	1	200	400	Light	U	Banish this card: Rest target J/resonator.
Rabbit Trap	BFA	BFA-012	BFA-012	Spell:Chant-Standby		{w}{3}	4			Light	C	[Trigger] When a J/resonator your opponent controls attacks you: Put up to three target Rabbits with total cost 1 from your graveyard into your field.
Reflective Water Shield	BFA	BFA-013	BFA-013	Addition:Resonator		{w}	1			Light	C	Added resonator gains [+200/+600]. Prevent all non-battle damage that would be dealt to added resonator by fire cards.
Sacred Knight of the North	BFA	BFA-014	BFA-014	Resonator	Knight	{w}{1}	2	500	600	Light	C	When a J-ruler enters your field, you gain 500 life. Whenever you gain life, this card gains [+200/0] until end of turn.
Sacred Knight of the South	BFA	BFA-015	BFA-015	Resonator	Knight	{w}{1}	2	600	500	Light	C	When a J-ruler enters your field, you gain 500 life. Whenever you gain life, this card gains [0/+200] until end of turn.
Alisaris, Avatar of Destruction	BFA	BFA-016	BFA-016	Resonator	Twelve Apostles/Avatar	{r}{r}{3}	5	1000	1000	Fire	SR	[Swiftness] When this card enters your field, you may play a fire [Spell:Chant] or [Spell:Chant-Instant] card with total cost 3 or less from your removed area without paying its cost.
Battle for Attoractia	BFA	BFA-017	BFA-017	Spell:Chant		{r}{1}	2			Fire	R	[Remnant] (You may play this card from your graveyard. If you do, remove it from the game instead of putting it anywhere else any time it would leave the chase.)Target J/resonator you control and target J/resonator your opponent controls deal damage equal to their ATK to each other.
Blood Boil	BFA	BFA-018	BFA-018	Spell:Chant-Instant		{r}{1}	2			Fire	C	Choose one - This card deals 600 damage to your opponent. Your opponent cannot gain life until end of turn; or target resonator you control gains [+800/+800] until end of turn. At the next end of turn, destroy that resonator.
Blood Covered War Axe	BFA	BFA-019	BFA-019	Addition:Resonator		{r}	1			Fire	C	Added resonator gains [+400/0] and "Whenever this card attacks, it deals 200 damage to each other resonator".
Bloodfire Dragon	BFA	BFA-020	BFA-020	Resonator	Dragon	{r}	1	500	500	Fire	U	[Flying] When this card enters your field, it deals 500 damage to target resonator you control.
Enraged Knight	BFA	BFA-021	BFA-021	Resonator	Knight	{r}{1}	2	500	500	Fire	C	As long as your opponent controls a darkness magic stone, this card gains [+200/+200] and [Swiftness].
Flame Soldier of Volga	BFA	BFA-022	BFA-022	Resonator	Soldier	{r}	1	300	300	Fire	C	Whenever this card is dealt damage, it gains [+200/0] and [Swiftness] until end of turn.
Flame Trap	BFA	BFA-023	BFA-023	Spell:Chant-Standby		{r}{r}{1}	3			Fire	C	[Trigger] You control a fire magic stone and your opponent controls four or more resonators: This card deals 800 damage to each resonator your opponent controls.
Lapis' Beast of Flame	BFA	BFA-024	BFA-024	Resonator	Beast	{r}{r}{2}	4	600	400	Fire	C	[Swiftness] (This card can attack and you can play its Rest abilities the same turn it enters a field.) When this card enters your field, it deals 600 damage to target resonator.
Napping Lion	BFA	BFA-025	BFA-025	Resonator	Beast	{r}{1}	2	800	800	Fire	U	This card cannot attack or block unless it's damaged.
Ring of Fate	BFA	BFA-026	BFA-026	Spell:Chant		{r}{r}{2}	4			Fire	U	Each player discards their hand, shuffles all magic stones from their graveyard into their magic stone deck and shuffles all other cards from their graveyard into their main deck. Then each player draws five cards. Remove the top five cards of your main deck from the game.
Sanguine Arena	BFA	BFA-027	BFA-027	Addition:Field		{r}	1			Fire	U	[Rest] This card deals 200 damage to each resonator. Play this ability only if you control a resonator.
True Successor of Certo, Volga	BFA	BFA-028	BFA-028	Resonator	King	{r}{r}	2	400	400	Fire	R	Whenever this card is dealt damage, it deals that much damage to your opponent.
Vell-Savarian Apparition	BFA	BFA-029	BFA-029	Resonator	Illusion	{r}{1}	2	400	400	Fire	C	When this card in your main deck is removed from the game, put it into your field.
Ywain, Knight of Lions	BFA	BFA-030	BFA-030	Resonator	Knight of the Round Table	{r}{2}	3	600	600	Fire	R	As long as you control a Beast, this card gains [Swiftness] and [First Strike]. This card gains [+200/+200] for each Beast you control. Whenever this card attacks, it deals 200 damage to each resonator.
Bulwark Architect	BFA	BFA-031	BFA-031	Resonator	Human	{u}	1	100	800	Water	C	[Rest] Target resonator with no attribute gains [0/+400] until end of turn.
Croco-Shark	BFA	BFA-032	BFA-032	Resonator	Fantasy	{u}{u}{1}	3	200	200	Water	U	You may have any number of copies of this card in your main deck. [Stealth] When you play a summon spell from your hand. When this card enters your field from a chant-standby area, you may put a card named "Croco-Shark" from your hand into your field.
Croco-Shark Crossing	BFA	BFA-033	BFA-033	Addition:Field		{u}{2}	3			Water	U	When this card enters your field, search your main deck for a card names as target resonator, reveal it and put it into your hand. Then shuffle your main deck. [Rest] Target resonator and all other resonators with the same name gain [+300/+300] until end of turn.
Disassembly Line	BFA	BFA-034	BFA-034	Spell:Chant		{u}{2}	3			Water	U	As an additional cost to play this card, banish a Machine.Reveal cards from the top of your main deck until you reveal a Machine. Put that card into your field and shuffle the rest into your main deck.
Down the Drain	BFA	BFA-035	BFA-035	Spell:Chant-Instant		{u}	1			Water	C	Destroy target fire resonator.
Engineer of Leginus	BFA	BFA-036	BFA-036	Resonator	Human	{u}{1}	2	400	400	Water	C	You may pay {1} less to play spells with no attribute, to a minimum free cost of {1}.
Fairy Flower Extract	BFA	BFA-037	BFA-037	Addition:Resonator		{u}	1			Water	C	Added resonator becomes a [200/300].
Machine Sympathizer	BFA	BFA-038	BFA-038	Resonator	Human	{u}	1	300	300	Water	R	This card gains [+200/+200] for each resonator with no attribute you control.
Queen's Envoy	BFA	BFA-039	BFA-039	Resonator	Fairy	{u}	1	200	300	Water	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].) This card can block while rested.
Separation of Body and Soul	BFA	BFA-040	BFA-040	Spell:Chant		{u}	1			Water	C	Destroy target resonator with ATK different from its printed ATK or DEF different from its printed DEF.
Set Free	BFA	BFA-041	BFA-041	Spell:Chant-Instant		{u}{u}{u}	3			Water	R	Put target resonator on top of its owner's main deck. Put up to one second target resonator on top of its owner's main deck if this card was awakened. [Awakening] {u}{u}.
Shion, Liberator of Shangri-La	BFA	BFA-042	BFA-042	Resonator	Human	{u}{u}	2	500	500	Water	SR	When this card enters your field, draw a card if your opponent has more cards in their hand than you. {u}, [Rest] discard a card: Return another target resonator to its owner's hand.
Spectating Magician	BFA	BFA-043	BFA-043	Resonator	Wizard/Ancient	{u}{u}{2}	4	400	800	Water	C	When this card enters your field, put target [Spell:Chant] or [Spell:Chant-Instant] card from your graveyard into your hand. If that card's total cost is 1, you may play it without paying its cost instead of putting it into your hand.
Technician of Leginus	BFA	BFA-044	BFA-044	Resonator	Human	{u}{2}	3	600	600	Water	U	When this card enters your field, reveal the top two cards of your main deck. Put up to two cards with no attribute from among them into your hand. Put the rest into your graveuard.
Titania, Prideful Queen	BFA	BFA-045	BFA-045	Resonator	Twelve Apostles/Fairy	{u}{6}	7	1200	1200	Water	R	[Flying] As you play this card, you may rest any number of resonators you control. You may pay {2} less to play this card for each resonator rested this way. Other water resonators and other Fairy resonators you control gain [+200/+200].
Alice's Little Decoy	BFA	BFA-046	BFA-046	Resonator	Soldier	{g}	1	200	200	Wind	C	Banish this card: Return up to two target resonators you control to their owner's hands.
Earthbound Wingman	BFA	BFA-047	BFA-047	Resonator	Wingman	{g}{g}	2	500	500	Wind	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].) Whenever this card attacks, you may recover target magic stone.
Escort of the Fairy King	BFA	BFA-048	BFA-048	Resonator	Fairy	{g}	1	0	600	Wind	C	[Flying] [Quickcast] When this card enters your field, target Fairy resonator cannot be targeted by spells or abilities your opponent controls until end of turn.
Hare of Inaba	BFA	BFA-049	BFA-049	Resonator	Wererabbit	{g}{2}	3	600	700	Wind	SR	When this card enters your field, name a card. Reveal the top four cards of your main deck. Put all revealed cards with that name into your hand and shuffle the rest into your main deck. This card gains [Flying] and [Swiftness] as long as you control a Fantasy resonator.
High Speed Dash	BFA	BFA-050	BFA-050	Spell:Chant-Instant		{g}	1			Wind	R	Choose one - Put your J-ruler into your ruler area, as a ruler; or return target resonator you control to its owner's hand.
Home of the Wingmen	BFA	BFA-051	BFA-051	Addition:Field		{g}{g}{1}	3			Wind	U	Whenever you put one or more resonators with [Flying] into your field for the first time each turn, draw a card. [Rest] Target resonator wth [Flying] gains [+300/+300] until end of turn.
Midsummer's Night King, Oberon	BFA	BFA-052	BFA-052	Resonator	Fairy	{g}{1}	2	400	600	Wind	R	[Flying] (This card cannot be blocked by J/resonators without [Flying].) [Quickcast] Fairies in your hand gain [Quickcast].
Moonbreeze Rabbit	BFA	BFA-053	BFA-053	Resonator	Rabbit	{g}	1	200	400	Wind	U	Banish this card: Produce {g} or {m}.
Protection of Alice	BFA	BFA-054	BFA-054	Addition:Resonator		{g}{g}	2			Wind	C	Added resonator gains [+200/+200] for each resonator you control.
Song of the Fairy King	BFA	BFA-055	BFA-055	Spell:Chant		{g}{g}{3}	5			Wind	U	Put up to five target Fairy resonators with total cost 1 from your graveyard into your field.
Survivors of Sissei	BFA	BFA-056	BFA-056	Resonator	Beast	{g}	1	200	200	Wind	C	This card gains [+400/+400] as long as you control another Beast resonator.
The Last Drop	BFA	BFA-057	BFA-057	Spell:Chant-Instant		{g}{1}	2			Wind	C	Choose one - You gain 1000 life; or put target resonator with total cost 2 or less from your graveyard into your field rested.
Time-Gazer Elf	BFA	BFA-058	BFA-058	Resonator	Elf	{g}{g}{2}	4	600	800	Wind	U	When this card enters your field or leaves your field for a non-field zone, draw a card. When this card leaves your field for a non-field zone, draw a card. {m}: Look at the top three cards of your main deck and put them back in any order.
Wing Trap	BFA	BFA-059	BFA-059	Spell:Chant-Standby		{g}{g}	2			Wind	C	[Trigger] You control a wind magic stone and a resonator with [Flying]: Destroy target resonator without [Flying].
Yggdor, Beast of the World	BFA	BFA-060	BFA-060	Resonator	Beast	{g}{g}{8}	10	1400	1400	Wind	R	If your life is 100 you may pay {g}{g}{8} less to play this card. Blocking does not cause this card to rest.
Black Moonbeam	BFA	BFA-061	BFA-061	Spell:Chant-Instant		{b}{b}	2			Dark	R	Destroy target J-ruler. Players cannot chase to this card.
Collapsing World	BFA	BFA-062	BFA-062	Addition:Field		{b}{b}{3}	5			Dark	U	At the beginning of each player's turn, that player banishes a resonator.
Corrosion	BFA	BFA-063	BFA-063	Addition:Resonator		{b}{1}	2			Dark	C	Added resonator gains [+800/-400].
Covert Operative	BFA	BFA-064	BFA-064	Resonator	Human	{b}{1}	2	400	500	Dark	C	[Stealth] When another card in your chant-standby area becomes targeted by spells or abilities (While this card is in your chant-standby area you may play it without paying its cost when its [Stealth] condition is met.)When this card enters your field from a chant-standby area, cancel target spell or ability targeting a card in your chant-standby area. If you do, draw a card.
Death Trap	BFA	BFA-065	BFA-065	Spell:Chant-Standby		{b}{b}{2}	4			Dark	C	[Trigger] During your opponent's turn, you control a darkness magic stone and three or more resonators were put into a graveyard from your field this turn: Put target resonator from your graveyard into your field.
Eyes in the Darkness	BFA	BFA-066	BFA-066	Spell:Chant-Instant		{b}	1			Dark	C	Target J/resonator gains [-400/-400] for each card in your chant-standby area until end of turn.
Fairy Shadow	BFA	BFA-067	BFA-067	Resonator	Fairy/Shadow	{b}{b}	2	500	500	Dark	U	When this card enters your field, destroy target resonator with total cost 1.
Hades, Lord of the Dead	BFA	BFA-068	BFA-068	Resonator	Twelve Apostles	{b}{8}	9	1400	1400	Dark	SR	You may pay {1} less to play this card for each card in your chant-standby area. {b}, banish a card in your chant-standby area: Target resonator gains [-400/-400] until end of turn. {b}{b}, banish a card in your chant-standby area: Destroy target resonator if you banished a card with [Stealth] this way. {b}{b},[Rest] Put target resonator with [Stealth] you control into its owner's chant-standby area face down.
Lapis' Dark Beast	BFA	BFA-069	BFA-069	Resonator	Beast	{b}{b}{2}	4	600	400	Dark	C	[First Strike] (While attacking, this card deals battle damage first to the blocker or attacked object.) When this card enters your field, destroy target resonator with total cost 3 or less.
Lapis' Dark Storm	BFA	BFA-070	BFA-070	Spell:Chant		{b}{b}	2			Dark	U	Your opponent discards a card at random, then discards a card.
Melder, Last of the Dead	BFA	BFA-071	BFA-071	Resonator	Zombie	{b}{b}{b}{2}	5	1000	1000	Dark	R	[Stealth] You control a darkness magic stone and your life is 2000 or less. (While this card is in your chant-standby area, you may play it without paying its cost when its [Stealth] condition is met.)When this card enters your field, target resonator gains [-400/-400] for each resonator with [Stealth] you control until end of turn.
Messenger Familiar	BFA	BFA-072	BFA-072	Resonator	Familiar	{b}	1	100	100	Dark	C	When this card is put into a graveyard from your field, search your main deck for a Twelve Apostle, reveal it and put it into your hand. Then shuffle your main deck.
Remnants of Niflheim	BFA	BFA-073	BFA-073	Resonator	Zombie	{b}	1	300	300	Dark	C	This card gains [+100/+100] for each card in your chant-standby area.
Riza, First of the Dead	BFA	BFA-074	BFA-074	Resonator	Zombie	{b}{b}{2}	4	800	800	Dark	R	[Stealth] You control four or more magic stones, you control a darkness magic stone, and no resonators. (While this card is in your chant-standby area, you may play it without paying its cost when its [Stealth] condition is met.)When this card enters your field, you may pay 1000 life. If you do, search your main deck for a card and put it into your chant-standby area face down. Then shuffle your main deck.
Rotting Black Moon Dragon	BFA	BFA-075	BFA-075	Resonator	Dragon/Zombie	{b}{2}	3	800	800	Dark	U	{m}: This card and target resonator gain [-200/-200] until end of turn.
Alice of Light | Alice of Shadow	BFA	BFA-076,BFA-076B	BFA-076	Resonator (Shift)	Murderer/Shadow	{b}{2}	3			Dark	SR	When this card enters your field or shifts, destroy target resonator with total cost 2 or less. Other J/resonators you control gain [+200/0].
Lars, Inheritor of the Sacred Spirit | Glorian Princess of Water, Charlotte	BFA	BFA-077,BFA-077B	BFA-077	Resonator (Shift)	Wizard	{u}{2}	3			Water	SR	This card enters your field with five [+100/+100] counters. As this card shifts, put ten [+100/+100] counters on it. Remove four [+100/+100] counters from this card: Draw a card.
Reflect, the Beginning of Time | Refrain, the End of Ages	BFA	BFA-078,BFA-078B	BFA-078	Resonator (Shift)	Little Girl	{w}{w}{3}	5			Light	SR	{2}: Put a magic counter on this card. Remove four magic counters from this card: Destroy all additions, regalia, resonators, and J-rulers.
Slayer of the Overlord, Pricia  | Possessor Princess of Love, Valentina	BFA	BFA-079,BFA-079B	BFA-079	Resonator (Shift)	Twelve Apostles	{u}{u}{1}	3			Water	SR	When this card is put into a graveyard from your field, gain control of target resonator.
Interdimensional Monarch, Gill Lapis | Space-Time Pursuer, Gill Lapis	BFA	BFA-080,BFA-080B	BFA-080	Resonator (Shift)	Conqueror	{b}{b}{1}	3	600	700	Dark	SR	[Shift] {r}{r}{2} (You may play either side of this card. {r}{r}{2}: Flip this card. You may play Shift anytime you can play a [Spell:Chant].) When this card enters your field, you may search your main deck for a Twelve Apostle and/or card named "Attoractia, Dimension of the Seven Kings", reveal them, and put them into your hand. Then shuffle your main deck. Discard a Twelve Apostle: This card gains [+400/+400] and [Target Attack] until end of turn.
Attoractia, Dimension of the Seven Kings | Illusory Demonic Globe, Attoractia	BFA	BFA-081,BFA-081B	BFA-081	Regalia (Shift)		{7}	7			Void	R	[Rest] Choose one - Remove target resonator, addition, or regalia with an attribute from the game if it doesn't share an attribute with a card in any removed area that was removed by this card; or remove target resonator, addition, or regalia with no attribute from the game if there are no cards with no attribute that were removed by this card in any removed area. [Rest] put six cards in any removed area that were removed by this card into their owners' graveyards: You win the game.
Artificial Moon	BFA	BFA-082	BFA-082	Resonator	Machine/Moon	{2}	2	0	1500	Void	U	
Dummy Doll	BFA	BFA-083	BFA-083	Resonator	Machine	{1}	1	0	600	Void	U	[Stealth] When a Machine you control becomes targeted by spells or abilities your opponent controls. (While this card is in your chant-standby area, you may play it without paying its cost when its [Stealth] condition is met.)When this card enters your field from a chant-standby area, cancel target spell or ability targeting a Machine you control. If you do, draw a card.
Machine Lab of Leginus	BFA	BFA-084	BFA-084	Addition:Field		{2}	2			Void	R	When this card enters your field, put target Machine with total cost 2 or less from your graveyard into your field.
Mariabella's Work	BFA	BFA-085	BFA-085	Spell:Chant-Instant		{5}	5			Void	C	You may pay {1} less to play this card for each Machine you control. Draw two cards.
Remote Control Beast	BFA	BFA-086	BFA-086	Resonator	Machine/Beast	{4}	4	800	800	Void	C	You may pay {1} less to play this card for each Machine you control.
Remote Control Golem	BFA	BFA-087	BFA-087	Resonator	Machine	{10}	10	2000	2000	Void	R	You may pay {1} less to play this card for each Machine you control. This card cannot be destroyed.
Small Assistant, Mariabella	BFA	BFA-088	BFA-088	Resonator	Human/Machine	{2}	2	500	500	Void	SR	When this card is put into a graveyard from your field, you may search your main deck for a card named "Marybell, the Steel Doll" or "Marybell, Insane Self-Aware Machine", reveal it and put it into your hand. Then shuffle your main deck. Remove this card in your graveyard from the game: Produce {2}. Spend this will only to play activate abilities of "Marybell, the Steel Doll" or to play "Marybell, Insane Self-Aware Machine".
The Ro-Box	BFA	BFA-089	BFA-089	Resonator	Machine	{2}	2	200	600	Void	C	When this card is put into a graveyard from your field, reveal cards from the top of your main deck until you reveal a Machine with total cost 1. Put that card into your field and shuffle the rest into your main deck.
Tick-Tock Automaton	BFA	BFA-090	BFA-090	Resonator	Machine	{3}	3	400	800	Void	C	When this card is put into a graveyard from your field, reveal cards from the top of your main deck until you reveal a Machine with total cost 2. Put that card into your field and shuffle the rest into your main deck.
Memoria of the Seven Lands | Faria, Chosen Girl	BFA	BFA-091-r,BFA-091-j	BFA-091	Ruler	Heroic Spirit			0 | 1000	0 | 1000	Light/Fire/Water/Wind/Dark	R	[Judgment] {4}. | This card gains "Faria, the Ruler of God Sword" in addition to its other names.When this card enters your field, if you control "Call to Action's Memoria" destroy up to one target resonator. If you control four "Call to Action's Memoria", destroy all resonators your opponent control instead. Whenever you gain life, put a [+100/+100] counter on each J/resonator you control.
Memoria of the Seven Lands | Melgis, Conqueror of Flame	BFA	BFA-091-r,BFA-092-j	BFA-092	Ruler	Heroic Spirit			0 | 1000	0 | 600	Light/Fire/Water/Wind/Dark	R	[Judgment] {4}. | This card gains "Melgis, the One Charmed by the Demon Sword" in addition to its other names.When this card enters your field, if you control a "Brutal Conqueror's Memoria" reveal the top three cards of your main deck. Put all resonators with total cost 3 or less from among them into your field. They gain [Swiftness] until end of turn. Put the rest on top of your main deck in any order. If you control four "Brutal Conqueror's Memoria" put all resonators from among them into your field instead of all resonators with total cost 3 or less.
Memoria of the Seven Lands | Machina, Clever Researcher	BFA	BFA-091-r,BFA-093-j	BFA-093	Ruler	Heroic Spirit			0 | 800	0 | 800	Light/Fire/Water/Wind/Dark	R	[Judgment] {4}. | This card gains "Machina, the Mechanical Emperor" in addition to its other names.When this card enters your field, if you control an "Aloof Researcher's Memoria" search your main deck for up to two Machines whose combined total cost is 7 or less, and put them into your field. Then shuffle your main deck. If you control four "Aloof Researcher's Memoria" search your main deck for up to four Machines whose combined total cost is 12 or less annd put them into your field instead. Then shuffle your main deck.This card gains [+200/+200] for each Machine you control.
Memoria of the Seven Lands | Arla, Guardian of the Skies	BFA	BFA-091-r,BFA-094-j	BFA-094	Ruler	Heroic Spirit			0 | 1000	0 | 1000	Light/Fire/Water/Wind/Dark	R	[Judgment] {4}. | This card gains "Arla, the Hegemon of the Sky" in addition to its other names.When this card enters your field, if you control a "First Flight's Memoria" put the top card of your magic stone deck into your magic stone area and recover all magic stones you control. Then draw a card. If you control four "First Flight's Memoria", draw three cards instead of one.Whenever a resonator you control attacks, recover target magic stone you control.
Memoria of the Seven Lands | Rezzard, Dark Necromancer	BFA	BFA-091-r,BFA-095-j	BFA-095	Ruler	Heroic Spirit			0 | 800	0 | 1000	Light/Fire/Water/Wind/Dark	R	[Judgment] {4}. | This card gains "Rezzard, the Desecrating Vampire" in addition to its other names.When this card enters your field, if you control a "Sorrowful Necromancy's Memoria" put the top four cards of your main deck into your chant-standby area face down. If you control four "Sorrowful Necromancy's Memoria" put the top seven cards of your main deck into your chant-standby area face down instead.{b}: You may put a card from your hand into your chant-standby area face down.
Alicia Melchiott Light | Alicia Gunther	VIN002	VIN002-001-r,VIN002-001-j	VIN002-001	Ruler	Military/Squad 7			0 | 400	0 | 1000	Light	R	[Judgment] {7}. You may pay {1} less to play this ability for each Squad 7 resonator you control. | When this card enters your field ⇒ Recover all Squad 7 resonators you control. Squad 7 resonators you control gain [+200/+200].
Clementia Förster	VIN002	VIN002-002	VIN002-002	Resonator	Researcher	{w}{2}	3	400	400	Light	C	When this card enters your field ⇒ Search your main deck for an addition, reveal it and put it into your hand. Then shuffle your main deck.
Edy Nelson	VIN002	VIN002-003	VIN002-003	Resonator	Military/Squad 7	{w}{1}	2	500	500	Light	C	As long as you control another Squad 7, this card gains [0/+500]. When a Squad 7 you control is destroyed ⇒ Rest this card.
Elshan Flower	VIN002	VIN002-004	VIN002-004	Spell:Chant		{w}{w}	2			Light	C	Choose one - Recover target resonator; or rest target resonator.
First Aid	VIN002	VIN002-005	VIN002-005	Spell:Chant-Instant		{w}{w}{2}	4			Light	C	You gain 200 life for each magic stone you control.
Flak Jacket	VIN002	VIN002-006	VIN002-006	Addition:J/Resonator		{w}{2}	3			Light	C	Prevent all damage that would be dealt to added J/resonator.
Homer Peron	VIN002	VIN002-007	VIN002-007	Resonator	Military/Squad 7	{w}{2}	3	700	700	Light	C	When this card enters your field ⇒ You gain 500 life.
Irene Ellet	VIN002	VIN002-008	VIN002-008	Resonator	Reporter	{w}	1	200	200	Light	C	When this card enters your field ⇒ Reveal the top card of your main deck. If it's a Squad 7, put it into your hand.
Jann Walker	VIN002	VIN002-009	VIN002-009	Resonator	Military/Squad 7	{w}{1}	2	500	500	Light	C	When this card enters your field ⇒ Destroy target Tank.
Lynn	VIN002	VIN002-010	VIN002-010	Resonator	Military/Squad 7	{w}{w}{2}	4	900	900	Light	C	
Marina Wulfstan	VIN002	VIN002-011	VIN002-011	Resonator	Military/Squad 7	{w}{2}	3	200	600	Light	C	[Rest] Rest target resonator.
Martha Lipponen	VIN002	VIN002-012	VIN002-012	Resonator	Servant	{w}{1}	2	0	1000	Light	C	
Susie Evans	VIN002	VIN002-013	VIN002-013	Resonator	Military/Squad 7	{w}	1	0	600	Light	C	When this card enters your field ⇒ Look at the top three cards of your main deck or magic stone deck and put them back in any order.
Symbol of Peace	VIN002	VIN002-014	VIN002-014	Spell:Chant-Instant		{w}{1}	2			Light	C	Up to two target resonators cannot attack this turn.
Welvar Glenn	VIN002	VIN002-015	VIN002-015	Resonator	Clerk	{w}{w}	2	400	400	Light	C	{w}{w},[Rest] Recover target resonator.
Alfons Auclair	VIN002	VIN002-016	VIN002-016	Resonator	Military/Nameless	{r}{3}	4	800	800	Fire	C	When this card enters your field ⇒ Target resonator must block this turn if able.
Amy Apple	VIN002	VIN002-017	VIN002-017	Resonator	Military/Nameless	{r}{r}	2	500	400	Fire	C	This card cannot be attacked.
Bombardment	VIN002	VIN002-018	VIN002-018	Spell:Chant-Instant		{r}{r}	2			Fire	C	This card deals 600 damage to target player or resonator.
Carisa Contzen	VIN002	VIN002-019	VIN002-019	Resonator	Military/Nameless	{r}	1	200	200	Fire	C	{r}{1},[Rest] Search your main deck for a regalia with total cost 1 or more, reveal it and put it into your hand. Then shuffle your main deck.
Clarissa Callaghan	VIN002	VIN002-020	VIN002-020	Resonator	Military/Nameless	{r}	1	200	200	Fire	C	[Rest] Target resonator gains [Swiftness] until end of turn.
Courageous Stand	VIN002	VIN002-021	VIN002-021	Spell:Chant-Instant		{r}{1}	2			Fire	C	Target resonator gains [+800/0] until end of turn.
Frederica Lipps	VIN002	VIN002-022	VIN002-022	Resonator	Military/Nameless	{r}{5}	6	300	700	Fire	C	When this card enters your field ⇒ Gain control of target recovered resonator your opponent controls until end of turn. It gains [Swiftness] until end of turn.
Gusurg	VIN002	VIN002-023	VIN002-023	Resonator	Military/Nameless	{r}{2}	3	800	800	Fire	C	
