Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
Wind Clad Elf	RDE	RDE-032	RDE-032	Resonator	Elf	{g}{1}	2	500	500	Wind	C	When this card enters your field => Put a [100/100] wind Elf resonator token into your field.
Alhama'at's Purge	RDE	RDE-033	RDE-033	Chant	Ancient Magic	{d}{d}	2			Darkness	U	Banish any number of resonators. If your J/ruler has [Mana], put X mana counters on it, where X is the combined total cost of resonators banished this way.
Buer, Great President of Hell	RDE	RDE-034	RDE-034	Resonator	Demon	{d}{d}	2	600	600	Darkness	U	Banish a resonator: This card gains [+200/+200] until end of turn.
Demon Captain, Eligos	RDE	RDE-035	RDE-035	Resonator	Demon	{d}{d}{2}	4	800	800	Darkness	R	When this card enters your field => Put target Demon resonator with total cost 3 or less from your graveyard into your field.
Demon Orderly	RDE	RDE-036	RDE-036	Resonator	Demon	{d}	1	300	300	Darkness	C	Treat this card as a darkness magic stone.
Fury of the Obsidian Dragon	RDE	RDE-037	RDE-037	Chant	Ancient Magic	{d}{2}	3			Darkness	R	Destroy up to X target J/resonators, where X is the number of Dragonoids and non-Dragonoid Dragons you control.
The Insane Dark Hatter	RDE	RDE-038	RDE-038	Resonator		{d}{1}	2	400	400	Darkness	C	[Rest]: This card and target resonator gain [0/-400] until end of turn.
Viola, Obsidian Dragon Princess	RDE	RDE-039	RDE-039	Resonator		{d}{d}	2	500	500	Darkness	SR	{d}: This card gains [+100/+100] and [Flying] until end of turn. You may spend will to pay this ability's cost as though it were an Ancient Magic card. [Inheritance]{d}{d}: Your J-ruler gains [Imperishable] until end of turn. If your J-ruler is "Ebon Dragon Emperor, Gill Alhama'at", you may pay {d}{d} less to play this card's [Inheritance] abilities.
Viola's Machinations	RDE	RDE-040	RDE-040	Chant	Ancient Magic	{d}	1			Darkness	C	Your opponent discards a card. Put a mana counter on your J/ruler if it has [Mana].
Alabaster Dragon Knight	RDE	RDE-041	RDE-041	Resonator	Ancient/Dragonoid	{w}{u}	2	400	400	Light/Water	C	When this  card enters your field => [Force] 1 (Roll a die.) Put X [+100/+100] counters on this card, where X is the result of the roll.
Alice's World of Madness	RDE	RDE-042	RDE-042	Addition		{w}{d}	2			Light/Darkness	U	Resonators gain [-200/-200].
Almerius, Summoner of Spirits	RDE	RDE-043	RDE-043	Resonator	Six Sages	{w}{w}{u}{2}	5	1000	1000	Light/Water	SR	[Flying] When this card enters your field => [Force] 1 (Roll a die.) Put up to three spirit resonators whose combined total cost is X or less from your graveyard into your field, where X is the result of the roll. Whenever a spirit enters your field => You gain 400 life.
Black Heart Alice	RDE	RDE-044	RDE-044	Resonator	Wanderer/Fairy Tale	{w}{d}{2}	4	800	1000	Light/Darkness	SR	[Precision] [Flying] When this card enters your field => You may search your deck for a card named "Schrodinger, the Cat in Flux" and put it into your field. Then shuffle your deck. {w}{d}{1}, banish a non-token resonator: Destroy target non-magic stone, non-J-Ruler card.
Black Hole of the Spirit World	RDE	RDE-045	RDE-045	Addition		{r}{r}{d}{d}	4			Fire/Darkness	U	Whenever a resonator is put into a graveyard from your field => Your opponent banishes a resonator.
Blazer, Prisoner of Flame	RDE	RDE-046	RDE-046	Resonator	Dragon/Zombie	{r}{d}{2}	4	1000	1000	Fire/Darkness	R	[Swiftness][Flying] At the end of your turn => Put a non-magic stone card from your opponent's removed area on the bottom of their deck. If you don't, banish this card. {r}{r}{d}{d}{2}: Put this card from your graveyard into your field.
Burning Pot	RDE	RDE-047	RDE-047	Resonator	Machine	{r}{g}	2	700	100	Fire/Wind	U	[Swiftness] [First Strike]
Concord of Saints and Beasts	RDE	RDE-048	RDE-048	Chant		{r}{g}{1}	3			Fire/Wind	U	[Quickcast] Choose one, if you control a fire J/resonator and another wind J/resonator, you may choose both - Target J/resonator you control deals damage equal to it ATK to target J/resonator your opponent controls; or whenever a resonator that was dealt damage this turn by a J/resonator you control is put into a graveyard from your opponent's field => You may put the top card of your magic stone deck into your field.
Cryptid of Tenacious Fire	RDE	RDE-049	RDE-049	Resonator	Beast	{r}{d}	2	600	500	Fire/Darkness	C	[First Strike] Whenever this card deals damage to your opponent => Remove the top card of your opponent's deck from the game.
Door of Time	RDE	RDE-050	RDE-050	Chant		{u}{g}{x}	2			Water/Wind	R	Take an extra turn after this one unless your opponent pays X. If you do, at the end of that turn => You lose the game.
Dragon of Fire and Wind	RDE	RDE-051	RDE-051	Resonator	Dragon	{r}{g}{1}	3	500	500	Fire/Wind	C	[Resonance] Fire Magic Stone (Whenever a fire magic stone enters your field.) => This card gains [+500/0] and [Swiftness] until end of turn. [Resonance] Wind Magic Stone (Whenever a wind magic stone enters your field.) => This card gains [0/+500] and [Flying] until end of turn.
Earthfallen Giant	RDE	RDE-052	RDE-052	Resonator	Fairy Tale	{r}{d}{3}	5	1500	1500	Fire/Darkness	C	[Swiftness] At end of turn => Banish this card.
End of Days	RDE	RDE-053	RDE-053	Chant		{r}{d}{x}	2			Fire/Darkness	R	Put up to X target fire or darkness resonators from your graveyard into your field rested. If a card put into a field this way would leave a field for a non-field zone this turn, remove it from the game instead. At the next end of turn ? Remove all cards put into a field this way from the game.
Erasure	RDE	RDE-054	RDE-054	Chant	Ancient Magic	{w}{d}{2}	4			Light/Darkness	C	Destroy target non-magic stone card.
Fallen Angel	RDE	RDE-055	RDE-055	Resonator	Angel	{w}{d}{2}	4	800	800	Light/Darkness	U	[Flying] When this card enters your field => This card deals 400 damage to target player. You gain 400 life.
Fallen Saint	RDE	RDE-056	RDE-056	Resonator	Saint					Light/Darkness		Whenever this card blocks or is blocked by a J/resonator ? That J/resonator gains [-200/-200] until end of turn.
Fiery Bird of Reincarnation	RDE	RDE-057	RDE-057	Resonator	Beast	{r}{g}{1}	3	800	700	Fire/Wind	R	[Flying] When this card leaves your field for a non-field zone => Reveal card from the top of your deck until you reveal a resonator. Put that card into your hand and the rest on the bottom of your deck in a random order.
Fiery Fox of Reincarnation	RDE	RDE-058	RDE-058	Resonator	Beast	{r}{g}	2	400	700	Fire/Wind	C	[Rest], banish a magic stone: Put the top card of your magic stone deck into your field.
Forest Spirit	RDE	RDE-059	RDE-059	Resonator	Spirit	{r}{g}	2	600	600	Fire/Wind	C	
Gill Alhama'at | Ebon Dragon Emperor, Gill Alhama'at	RDE	RDE-060-r,RDE-060-j	RDE-060	Ruler	Emperor							[Judgment] [0]. Play this ability only if there are seven or more mana counters on this card. [Energize] {w}{d} [Mana] 1 Remove a mana counter from this card: Produce {w}, {r}, {u}, {g}, or {d}. Spend this will only to play Ancient Magic cards. [Resonance] Light Magic Stone or Darkness Magic Stone => Put a mana counter on this card. | [Judgment] Remove twenty mana counters from this card, and remove all other cards you control from the game. [Mana] 1 [Flying] Remove a mana counter from this card: Produce {w}, {r}, {u}, {g}, or {d}. Spend this will only to play Ancient Magic cards. [Resonance] Light Magic Stone or Darkness Magic Stone => Put two mana counters on this card.
Gill Lapis, Conqueror of Attoractia | Gill Lapis, Rebel of Darkest Fires	RDE	RDE-061-r,RDE-061-j	RDE-061	Ruler	Wanderer			0 | 1000	0 | 1000		JR	[Judgment] {r}{d}{6} You may pay {1} less to play this ability for each card in your opponent's removed area. [Energize] {r}{d} {0}: If target non-magic stone card you opponent controls would be put into a graveyard this turn, remove it from the game instead. Play this ability only durning your turn and only once per turn. | {0}: Put target non-magic stone card from your opponent's removed area on the bottom of their deck. If you do, this card gains [Swiftness], [Precision], [Flying], or [First Strike] until end of turn. {x}: You may play a face up card with total cost X or less from your opponent's removed area without paying its cost until end of turn. Play this ability only once per turn. {r}{d}: Put two target non-magic stone cards from your opponent's removed area on the bottom of their deck. If you do, destroy target resonator.
Glistening Chick	RDE	RDE-062	RDE-062	Resonator	Treasury Item/Bird	{w}{u}	2	500	500	Water/Wind	C	[Flying] Whenever this card becomes rested -> You may rest target resonator.
Gnome, the Spirit of Earth	RDE	RDE-063	RDE-063	Resonator	Spirit	{w}{u}{2}	4	700	1000	Light/Water	U	[Resonance] Light Magic Stone or Water Magic Stone => Target a rested resonator. Destroy it or return it to its owner's hand.
Kaguya, Tears of the Moon  |  Kaguya, Millennium Princess	RDE	RDE-064-r,RDE-064-j	RDE-064	Ruler	Wizard  |  Moon Princess					Water/Wind	JR	[Judgement] {0} Play this ability only if a treasuary Item was put into your field this turn. [Energize] {u}{w}. {0} Reaveal the top card of your deck. If it's a treasury Item, put it into your hand. Play this ability only during your turn, and only once per turn.  |  As long as you control three or more Treasury Items, this card gains [Barrier]. Rest a recovered Treasury Item you control: Target J/resonator gains [-200/0] until end of turn. Rest two recovered Treasury Items you control: Produce {u}{w}. Rest three recovered Treasury Items you control: Draw a card. Rest four recovered Treasury Items you control: Return target resonator to it's owners hand. Rest five recovered Treasury Items you control: This card becomes a [1500/1500] with [Flying] until end of turn.
Kaguya's Pictorial Scroll	RDE	RDE-065	RDE-065	Addition	Treasury Item	{u}{g}{1}	3			Water/Wind	C	When this card enters your field => Remove the top three cards of your deck from the game face down. You may look at them at any time. You may play cards from your removed area that were removed by this card.
Kingdom of the Spirits	RDE	RDE-066	RDE-066	Addition		{w}{u}	2			Light/Water	U	[Rest], discard a Spirit: Choose one - You gain 600 life; or draw a card.
Mariabella, the Machine Hearted	RDE	RDE-067	RDE-067	Resonator	Heroic Spirit	{r}{r}{g}{1}	4	1000	1000	Fire/Wind	SR	When this card enters your field => Search you magic stone deck for a non-special magic stone and put it into your field. Then shuffle your magic stone deck. [Resonance] Fire Magic Stone => Put a blast counter on this card. [Resonance] Wind Magic Stone => Put a breeze counter on this card. Remove a blast counter from this card: This card deals 500 damage to target J/resonator. Remove a breeze counter from this card: Cancel target chant spell unless its controller pays {1}.
Mermaid of Lifegiving	RDE	RDE-068	RDE-068	Resonator	Mermaid	{w}{u}	2	600	600	Light/Water	C	When this card enters your field => [Force] 1 (Roll a die.) You gain 100 life multiplied by the result of the roll.
Millennia Bond	RDE	RDE-069	RDE-069	Chant		{u}{g}	2				U	[Quickcast] Choose one, If you control a water J/resonator and another wind J/resonator, you may choose both - Cancel target chant spell. Draw a card; or put a Treasury Item with total cost 3 or less from your hand into your field.
Millium, Successor of the Dragon Crest | Millium, the Sacred Dragon	RDE	RDE-070-r,RDE-070-j	RDE-070	Ruler	Human			0 | 0	0 | 0	Light/Water	JR	[Judgment] {w}{u}{5}. You may pay {1} less to play this ability for each four dragon power counters on this card. [Energize] {w}{u} Whenever you roll one or more dice using [Force] => Put a dragon power counter on this card. |  [Flying] As this card enters your field, [Force] X, where X is the number of dragon power counters on this card. This card enters your field with Y [+100/+100] counters on it, where Y is the result of the roll. When this card enters your field =>  If there are forty or more [+100/+100] counters on this card, destroy all J/resonators your opponent controls.
Millium's Roar	RDE	RDE-071	RDE-071	Chant		{w}{u}	2			Light/Water	C	[Force] 1 (Roll a dice.) Put X [+100/+100] counters on each of up to two target resonators, where X is the result of the roll.
Moon View Rabbit	RDE	RDE-072	RDE-072	Resonator	Rabbit/Treasury Item	{u}{g}	2	500	500	Water/Wind	R	You may rest a Moon you control rather than pay this card's cost.
Moonlit Treasury Tree	RDE	RDE-073	RDE-073	Resonator	Treasury Item	{u}{g}{1}	3	300	1200	Water/Wind	C	This card cannot attack. When this card enters your field => Draw a card.
Mystia, Manager of the Treasury	RDE	RDE-074	RDE-074	Resonator	Wererabbit	{w}{u}{1}	3	500	500	Water/Wind	C	When this card enters your field -> You may search your deck for a Treasury Item, reveal it and put it into your hand. Then Shuffle your deck. When this card is putt into a graveyard from your field, you may put a Treasury Item with total cost 3 or less from your hand into your field.
Nightmoon Blossom	RDE	RDE-075	RDE-075	Resonator	Treasury Item	{u}{g}	2	300	700	Water/Wind	C	[Barrier]
Pricia, True Beastmaster | Reincarnated Maiden of Flame, Pricia	RDE	RDE-076-r,RDE-076-j	RDE-076	Ruler	Human/Beast			0 | 1000	0 | 1000	Fire/Wind	JR	[Judgment] {r}{g} [Energize] {r}{g} [Resonance] Fire Magic Stone => Target resonator you control gains [Swiftness] until end of turn. [Resonance] Wind Magic Stone => Target resonator you control gain [Flying] until end of turn  |  When this card enters your field or whenever it attacks => Choose one - Put target resonator you control on the bottom of it's owner's deck. If you do, reveal the top card of your deck. If it's a resonator, put it into your field. Otherwise, put it into your hand; or put target magic stone you control on the bottom of its owner's magic stone deck. If you do, put the top card of your magic stone deck into your field. God's Art <Second Wind> {r}{w}: Recover this card. J/resonators you control gain [Swiftness] and [Flying] until end of turn. Play this ability only if a fire magic stone and a wind magic stone were put into your field this turn.
Pricia's Leap	RDE	RDE-077	RDE-077	Chant		{r}{g}{x}	2			Fire/Wind	R	Target J/resonator you control may attack up to X times this turn. Until end of turn, attacking does not cause that card to rest.
Rain of Light	RDE	RDE-078	RDE-078	Chant		{w}{u}{x}	2			Light/Water	R	[Quickcast] Target up to X resonators. Rest those your opponent controls and recover those you control.
Rapid Shot	RDE	RDE-079	RDE-079	Chant		{r}{g}	2			Fire/Wind	C	[Quickcast] This card deals 200 damage for each fire magic stone you control divided as you choose to up to X target resonators, where X is the number of wind magic stones you control.
Schrodinger, the Cat in Flux	RDE	RDE-080	RDE-080	Resonator	Shadow	{w}{d}	2	100	800	Light/Darkness	R	Whenever a resonator is put into a graveyard from your opponent's field => Remove that card from the game. If your do, put a [500/500] darkness Shadow resonator token into your field. When this card leaves your field for a non-field zone => Destroy all Shadow resonators tokens you control.
Schrodinger's Observation	RDE	RDE-081	RDE-081	Chant		{w}{d}{x}	2			Light/Darkness	R	Choose one - This card deals 400 damage multiplied by X to target resonator. You gain that much life; or this card deals 300 damage multiplied by X to target player. You gain that much life.
Searing Dead	RDE	RDE-082	RDE-082	Resonator	Zombie	{r}{d}{1}	3	800	800	Fire/Darkness	C	When this card enters your field => You may put target non-magic stone card from your opponent's removed area on the bottom of their deck. If you do, this card deals 400 damage to target opponent.
Secret Messenger of the Mikage	RDE	RDE-083	RDE-083	Resonator	Vampire	{r}{d}{1}	3	700	700	Fire/Darkness	U	If a resonator dealt damage by this card this turn would be put into a graveyard, remove it from the game instead. When this card enters your field => This card deals 400 damage multiplied by the number of Vampires you control to target resonator your opponent controls.
Sissei, Pricia's Barrier	RDE	RDE-084	RDE-084	Addition		{r}{g}	2			Fire/Wind	U	Treat magic stones you control as light magic stones, fire magic stones, water magic stones, wind magic stones, and darkness magic stones. Magic stones you control gain "[Rest]: Produce {w}, {r}, {u}, {g}, or {d}."
Spirit of Sacred Rains	RDE	RDE-085	RDE-085	Resonator	Spirit	{w}{u}{1}	3	700	700	Light/Water	C	[Inheritance]{w}{u}{1}: Spirits you control cannot be destroyed until end of turn.
Swirling Demon Dimension	RDE	RDE-086	RDE-086	Chant		{r}{d}{1}	3			Fire/Darkness	C	[Quickcast] Remove target resonator from the game.
The Alabaster Dragon Princess' Rescue	RDE	RDE-087	RDE-087	Chant		{w}{u}{2}	4			Light/Water	U	Choose one, if you control a light J/resonator and another water J/resonator, you may choose both - [Force] 1. Search your deck for a light or water resonator with total cost X or less, where X is the result of the roll, and put it into your field. Then shuffle your deck; or [Force] 1. You gain 200 life multiplied by the result of the roll.
The Dark March Hare	RDE	RDE-088	RDE-088	Resonator	Fairy Tale	{w}{d}{1}	3	800	800	Light/Darkness	C	Treat this card as a light magic stone and darkness magic stone. [Resonance] Light Magic Stone => Resonators you control gain [+100/+100] until end of turn. [Resonance] Darkness Magic Stone => Resonators your opponent controls gain [-100/-100] until end of turn.
The Dark Sleeping Dormouse	RDE	RDE-089	RDE-089	Resonator	Fairy Tale	{w}{d}	2	100	800	Light/Darkness	C	[Resonance] Light Magic Stone => This card may gain [+700/+700] until end of turn.
The First Moon	RDE	RDE-090	RDE-090	Addition	Moon/Treasury Item	{w}{u}	2			Water/Wind	C	Other Additoons you control cannot be destroyed. When this card becomes rested -> Target resonator gains [-200/0] until end of turn.
The Two Dragon Princesses	RDE	RDE-091	RDE-091	Chant		{w}{d}	2			Light/Darkness	U	[Quickcast] Choose one, if you control a light J/resonator and another darkness J/resonator, you may choose both - Put five [+100/+100] counters on target resonator; or target J/resonator gains [-500/-500] until end of turn.
Unending Hatred	RDE	RDE-092	RDE-092	Chant		{r}{d}	2			Fire/Darkness	U	Choose one, if you control a fire J/resonator and another darkness J/resonator, you may choose both - Destroy all resonators your opponent controls with total cost 1 or less; or look at your opponent's hand and you choose a card. They remove that card from the game.
Valentina, the Twilight Passion	RDE	RDE-093	RDE-093	Resonator	Twelve Apostles	{r}{d}{2}	4	900	900	Fire/Darkness	SR	If a resonator dealt damage by this card this turn would be put into a graveyard, remove it from the game instead. When this card enters your field => Remove target resonator your opponent controls with total cost 2 or less from the game. {0}: Put target non-magic stone card from your opponent's removed area on the bottom of their deck. If you do, this card gains [Swiftness] or [Precision] until end of turn. {0}: Put three target non-magic stone cards from your opponent's removed area on the bottom of their deck. If you do, this card gains [+500/+500] until end of turn.
Water-Wind Knight	RDE	RDE-094	RDE-094	Resonator		{u}{g}{2}	4	800	1200	Water/Wind	C	When this card enters your field => Look at the top four cards of your deck and put them back in any order.
Will o'the Wisp	RDE	RDE-095	RDE-095	Resonator	Spirit	{w}{u}	2	100	100	Light/Water	R	[Barrier] When this card enters your field => Draw a card. Whenever this card is dealt damage => You gain that much life.
Ancient Bauble	ENW	ENW-001	ENW-001	Addition		{w}	1			Light	C	[Bestow] {w}, [Rest] Whenever bestowed resonator blocks => Recover it. It gains [+200/+200] until end of turn.
Arla, Demonic Flying Ace	ENW	ENW-002	ENW-002	Resonator	Seven Kings/Angel	{w}{2}	3	700	800	Light	U	[Will of Despair] [Flying] Pay 200 life: This card deals 200 damage to target attacking or blocking resonator.
Arla's Blackwing Guard	ENW	ENW-003	ENW-003	Resonator	Angel	{w}{1}	2	400	600	Light	C	[Flying] This card gains [+200/+200] as long as you control a resonator with [Will of Despair].
Book of Light | Re-Earth, New World Fairy Tale	ENW	ENW-004-r,ENW-004-j	ENW-004	Ruler | J-Ruler	Fairy Tale	{x}	x	0 | 0	0 | 0	Light	R	[Judgement] {x} [Energize] {w} You cannot have card with [Will of Despair] in your deck. You may pay the attribute cost of cards with [Will of Hope] with will of any attribute.  |  This card cannot be destroyed. You may pay the attribute cost of cards with [Will of Hope] with will of any attribute. When this card enters your field => You may put a resonator with [Will of Hope] with total cost X or less you own from outside the game into your field. When a resonator put in a field by this card leaves a field for a non-field zone => Put this card into your ruler area, as a ruler.
Grimm, the Rightful King	ENW	ENW-005	ENW-005	Resonator	Human	{w}{1}	2	500	700	Light	R	[Will of Hope] When this card enters your field => You may destroy target addition. If you do, search your deck for a Fairy Tale resonator, reveal it and put it into your hand. Then shuffle your deck.
Light Dragon's Egg	ENW	ENW-006	ENW-006	Resonator	Dragon	{w}{1}	2	0	400	Light	C	When this card is put into a graveyard from your field => Put a [600/600] light Dragon resonator token with [Flying] into your field. [Inheritance]{w}{2}: Put a [600/600] light Dragon resonator token with [Flying] into your field.
Lumia, Praying for the Future	ENW	ENW-007	ENW-007	Resonator	Human	{w}	1	200	500	Light	R	[Will of Hope] [Resonance] Light Magic Stone => Target a card in your graveyard. If it's a magic stone, put it on top of your magic stone deck. Otherwise, put it on top of your deck.
Millium, Successor of the Future	ENW	ENW-008	ENW-008	Resonator	Human	{w}{2}	3	800	800	Light	SR	[Will of Hope] Other resonators with [Will of Hope] you control gain [+200/+200] and [Barrier].  [Seal] (5) (This card gains the following text as long as you control five or more magic stones.) -- [Barrier]
Pandora, Queen of Miracles	ENW	ENW-009	ENW-009	Resonator	Human	{w}{1}	2	400	700	Light	U	[Will of Hope] Whenever a J/resonator you control blocks => Put a [+100/+100] counter on it. Release the [Seal] abilities of light cards and spells you control.
Release	ENW	ENW-010	ENW-010	Chant		{w}{1}	2			Light	C	Put a non-magic stone card from your removed area into your hand. Draw a card.
Ryula's Volition	ENW	ENW-011	ENW-011	Chant		{w}{2}	3			Light	U	[Quickcast] You may pay {w}{1} less to play this card if it targets a J/resonator with [Will of Hope]. Target J/resonator gains [+800/+800], [Barrier], and [Flying], until end of turn.
Sacred Record of Fairy Tales	ENW	ENW-012	ENW-012	Chant		{w}	1			Light	C	Look at the top four cards of your deck. You may reveal a card with [Will of Hope] from among them and put it into your hand. Put the rest on the bottom of your deck in any order.
Skygazing Girl	ENW	ENW-013	ENW-013	Resonator	Human	{w}	1	300	300	Light	C	[Rest]: Target resonator with [Will of Hope] gains [+200/+200] until end of turn.
Spirit of Protection	ENW	ENW-014	ENW-014	Resonator	Spirit	{w}{2}	3	800	800	Light	C	Whenever this card blocks => Recover it. It gains [+200/+200] until end of turn.
Strange Miracle	ENW	ENW-015	ENW-015	Chant	Anicent Magic	{w}	1			Light	R	You cannot be targetted by spells or abilities until end of turn. Draw a card. [Seal] (7) (As you play this card, if you control seven or more magic stones, it gains the following text.) -- J/resonators you control cannot be destroyed until end of turn.
Zero, the King's Blade	ENW	ENW-016	ENW-016	Resonator	Six Sage	{w}{w}	2	600	600	Light	R	[Will of Hope] [Quickcast] Your Opponent cannot draw more than one card each turn. Resonators you control cannot be returned to their owner's hands.
Zero's Circle of Protection	ENW	ENW-017	ENW-017	Addition		{w}{2}	3			Light	U	As this card enters your field, choose an attribute. J/resonators you control gain [Barrier](Chosen attribute).
Adelbert's Crossflame	ENW	ENW-018	ENW-018	Chant		{r}{2}	3			Fire	C	[Quickcast] This card deals 800 damage to target resonator and each other resonator that shares a name with it.
Bahamut, the Dragonoid	ENW	ENW-019	ENW-019	Resonator	Dragonoid	{r}{r}{r}{1}	4	500	500	Fire	R	[Will of Despair] When this card enters your field => Choose one - Put (five/two) [+100/+100] counters on it, or it deals 1000 damage to target J/resonator. This card gains [Flying] as long as there is a [+100/+100] counter on it that was put on it by this card.
Blazing Floating Castle, Refarth	ENW	ENW-020	ENW-020	Addition		{r}{1}	2			Fire	U	J/resonators you control can block J/resonators with [Flying]. [Seal] (7) (This card gains the following text as long as you control seven or more magic stones.) -- [Rest]: This card deals 500 damage to target J/resonator.
Crimson Sanction	ENW	ENW-021	ENW-021	Chant		{r}	1			Fire	SR	Choose one - This card deals 400 damage to target J/resonator; or this card deals 300 damage to target player. [Seal]{5} (As you play this card, if you control five or more magic stones, it gains the following text.) This card deals that much +400 instead.
Fayli, Genius Rip-Off Artis	ENW	ENW-022	ENW-022	Resonator	Human	{r}{r}{1}	3	400	800	Fire	U	[Will of Hope] {r}, [Rest]: Put a token copy of another target resonator you control into your field. At the next end of turn => That token's controller banishes it.
Flames of Nyarlathotep	ENW	ENW-023	ENW-023	Resonator	Cthulhu	{r}	1	200	200	Fire	C	Banish this card: Produce {r}. [Seal](5) (This card gains the following text as long as you control five or more magic stones.) Banish this card: Produce {r}{r}{r}.
Melgis, King of Black Flame	ENW	ENW-024	ENW-024	Resonator	Seven Kings	{r}{2}	3	700	700	Fire	U	[Will of Despair] [Swiftness] Pay 300 life: This card gains [+100/0] and [First Strike] until end of turn.
Melgis' War Beast	ENW	ENW-025	ENW-025	Resonator	Beast	{r}	1	400	100	Fire	C	[First Strike] This card gains [+100/+100] and [Swiftness] as long as you control another resonator with [Will of Despair].
Nyarlethotep, the Realized Truth	ENW	ENW-026	ENW-026	Resonator	Human/Cthulhu	{r}{r}	2	400	600	Fire	SR	[Will of Hope] [Flying] Release the [Seal] abilities of fire cards and spells you control. {1}: Target J/resonator you control gains [+200/-200] until end of turn.
Rainbow Arrow	ENW	ENW-027	ENW-027	Chant		{r}	1			Fire	C	[Quickcast] This card deals 400 damage to target J/resonator.  [Awakening] Rest a recovered "Red Riding Hood, Rainbow to the Heavens" you control: This card deals 400 damage to each resonator your opponent controls other than this card's target.
Red Hood	ENW	ENW-028	ENW-028	Addition		{r}	1			Fire	C	[Bestow]{r},[Rest] Bestowed resonator gains [+200/+200] and [Swiftness].
Red Riding Hood, Rainbow to the Heaven	ENW	ENW-029	ENW-029	Resonator	Fairy Tale	{r}	1	400	400	Fire	R	[Will of Hope] [Seal] (3) (This card gains the following text as long as you control three or more magic stones.) -- [Flying] [Swiftness]
Refarth's Wall of Flames	ENW	ENW-030	ENW-030	Chant		{r}{r}	2			Fire	U	[Quickcast] Put a [1000/1000] fire Wall resonator token with [Flying] into your field. At the next end of turn => Its controller banishes it.
Swordsman of Fire | Dimension Brigade's Leader, Adelbert	ENW	ENW-031-r,ENW-031-j	ENW-031	Ruler | J-Ruler	Wanderer | Wanderer	{r}{3}	4	0 | 1200	0 | 1200	Fire	R	[Judgement] {r}{3} [Energize] {r} You may pay the attribute of Wanderer resonators with will of any attribute. Wanderer resonators you control gain [First Strike]. | When this card enters your field => You may put a Wanderer resonator from your hand into your field. Whenever a light resonator enters your field => Put two [+100/+100] counters on this card. Whenever a fire resonator enters your field => This card deals 500 damage to target resonator. Whenever a water resonator enters your field => Draw a card. Whenever a wind resonator enters your field => This card gains [Flying] and [Barrier] until end of turn. Whenever a darkness resonator enters your field => Your opponent discards a card.
Tiny Aggressive Dragon	ENW	ENW-032	ENW-032	Resonator	Dragon	{r}{r}{r}	3	800	800	Fire	C	[Flying]
Transforming Scarecrow	ENW	ENW-033	ENW-033	Resonator	Scarecrow	{r}{1}	2	0	800	Fire	C	Whenever another resonator you control attacks => This card's ATK becomes equal to that resonator's ATK until end of turn.
Yamata-No-Orochi, the Resurrected Calamity	ENW	ENW-034	ENW-034	Resonator	Twelve Apostles	{r}{r}{r}{5}	8	0	1600	Fire	R	[Will of Despair] [Swiftness] When this card enters your field => It deals 800 damage to each other resonator. Whenever this card attacks => It deals 800 damage to your opponent and each other resonator.
Ahriman, the Wicked Spirit Eye	ENW	ENW-035	ENW-035	Resonator	Familiar	{u}{1}	2	500	700	Water	U	[Will of Despair] {0} Your opponent reveals their hand. Play this ability only during your turn and only once per turn.
Alice, Girl of the Blue Planet	ENW	ENW-036	ENW-036	Resonator	Wanderer	{u}{u}	2	x	x	Water	SR	[Will of Hope] [Flying] [Seal] (4) (This card gains the following text as long as you control four or more magic stones) -- God's Art <Azure Bonds> {0}: Name a non-magic stone card. As long as this card is in a field, players cannot play cards with that name.
Charlotte, Last Hope of Attoractia	ENW	ENW-037	ENW-037	Resonator	Wizard	{u}{1}	2	500	500	Water	R	[Will of Hope] You may pay {1} less to play chants.
Charlotte's Water Beast Construct	ENW	ENW-038	ENW-038	Resonator	Beast	{u}{2}	3	600	600	Water	C	{0}: This card gains [Flying], [First Strike], or [+200/+200] until end of turn. Play this ability only once per turn.
Cheshire Cat, Phantasmal Fighter	ENW	ENW-039	ENW-039	Resonator	Fairy Tale	{u}	1	300	300	Water	R	[Will of Hope] [Rest]: Draw a card. Then put this card on top of your deck.
Detachment	ENW	ENW-040	ENW-040	Chant		{u}{u}	2			Water	U	[Quickcast] Put target attacking or blocking resonator on the top or bottom of its owner's deck.
Dragon Shrine Maiden | Flute, Time Altering Priestess	ENW	ENW-041-r,ENW-041-j	ENW-041	Ruler | J-Ruler	Dragonoid | Dragonoid	{u}	1	0 | 700	0| 800	Water	R	[Judgement] {u} [Energize] {u} [Rest]: Draw a card.  | When this card enters your field => Put all non-magic stone cards that were put from a field into your graveyard this turn into your hand. Release the [Seal] abilities of water cards and spells you control. {u}{2}: Put this card into your ruler area, as a ruler.
Flute's Awakening	ENW	ENW-042	ENW-042	Chant		{u}	1			Water	C	Recover target J/resonator you control. It cannot attack this turn. Draw a card.
Flute's Water Dragon	ENW	ENW-043	ENW-043	Resonator	Dragon	{u}	1	100	400	Water	C	You may rest this recovered card to call a magic stone rather than rest your J/ruler. [Seal] (5) (This card gains the following text as long as you control five or more magic stones.) -- This card gains [+400/+400] and [Flying].
